395;2083045376.00;2083061759.00;AU
396;2084743168.00;2084745215.00;AU
397;2084753408.00;2084757503.00;AU
398;2087452672.00;2087454719.00;AU
399;2087469056.00;2087472639.00;AU
400;2087474176.00;2087475711.00;AU
401;2087477248.00;2087481343.00;AU
402;2087518208.00;2087520255.00;AU
403;2087534592.00;2087546879.00;AU
404;2090074112.00;2090401791.00;AU
405;2090594304.00;2090598399.00;AU
406;2090663936.00;2090680319.00;AU
407;2090729472.00;2090737663.00;AU
408;2091384832.00;2091646975.00;AU
409;2091909120.00;2092957695.00;AU
410;2093400064.00;2093416447.00;AU
411;2096160768.00;2096168959.00;AU
412;2096332800.00;2096349183.00;AU
413;2096496640.00;2096513023.00;AU
414;2096664576.00;2096668671.00;AU
415;1051941888.00;1051942143.00;AT
416;1051942912.00;1051983871.00;AT
417;1052257792.00;1052258303.00;AT
418;1052260632.00;1052260639.00;AT
419;1052272544.00;1052272575.00;AT
420;1052275200.00;1052275711.00;AT
421;1052278832.00;1052278847.00;AT
422;1052288304.00;1052288319.00;AT
423;1052288512.00;1052289023.00;AT
424;1052310784.00;1052311039.00;AT
425;1052315104.00;1052315135.00;AT
426;1052325200.00;1052325215.00;AT
427;1052331616.00;1052331647.00;AT
428;1052335552.00;1052335615.00;AT
429;1052340224.00;1052340527.00;AT
430;1052340736.00;1052340767.00;AT
431;1052340864.00;1052341247.00;AT
432;1052341504.00;1052342271.00;AT
433;1052345536.00;1052345551.00;AT
434;1052345728.00;1052345855.00;AT
435;1052358496.00;1052358511.00;AT
436;1052401312.00;1052401343.00;AT
437;1052405760.00;1052407519.00;AT
438;1052407552.00;1052407839.00;AT
439;1052407936.00;1052408159.00;AT
440;1052408576.00;1052408831.00;AT
441;1052417088.00;1052417119.00;AT
442;1052427872.00;1052427903.00;AT
443;1052438528.00;1052439503.00;AT
444;1052439520.00;1052439551.00;AT
445;1052453376.00;1052453887.00;AT
446;1052457984.00;1052458367.00;AT
447;1052458432.00;1052458495.00;AT
448;1052487424.00;1052487679.00;AT
449;1052490752.00;1052491679.00;AT
